76.80000000000001,85.61643835616438,0.900298349245496,0.8951403676438491,0.012,0.024,17.384615384615383,5.584,0.008
168.0,48.07692307692308,0.9275762722237815,0.8608724049571265,0.032,0.02,14.3125,4.916,0.004
146.24,53.69415807560137,0.9387153526122959,0.8455147667467799,0.0,0.02,13.9375,4.584,0.004
196.16000000000003,42.34417344173441,0.9286111136934709,0.8591743281636034,0.0,0.024,14.866666666666667,4.808,0.0
192.32000000000002,43.04407713498622,0.9124720121440871,0.8597031509779466,0.0,0.008,15.571428571428571,4.708,0.008
168.64000000000001,47.92944785276074,0.913099153434413,0.8891797480507064,0.0,0.02,15.428571428571429,5.064,0.008
234.56,36.42191142191142,0.9075115022618586,0.8934889271688542,0.0,0.024,12.222222222222221,4.712,0.008
268.48,32.41701244813278,0.9165590598495835,0.8929808596093197,0.016,0.016,21.272727272727273,4.484,0.0
154.23399450289733,51.000892857142865,0.9287667744293228,0.8716052732850963,0.0,0.025210084033613446,14.533333333333333,4.732,0.0
117.44000000000001,63.51626016260162,0.9277851191441748,0.8769988355758306,0.0,0.016,19.0,5.012,0.02
161.28,49.68203497615262,0.9234077917921841,0.890132013491278,0.028,0.008,16.214285714285715,5.22,0.012
26.720000000000006,149.88009592326136,0.8748640102806001,0.8256070712453216,0.0,0.025477707006369428,17.375,3.516,0.006369426751592357
209.28000000000003,40.11553273427471,0.9290958886117009,0.918476771147546,0.0,0.016,21.454545454545453,5.244,0.02
313.92,28.25497287522604,0.9387252810277495,0.9482525020351437,0.0,0.016,6.142857142857143,4.748,0.06
142.72,54.72854640980736,0.9266178720752152,0.8874042630759724,0.0,0.016,10.090909090909092,5.052,0.04
196.79999999999998,42.22972972972973,0.9001701764046212,0.9193664898863394,0.0,0.008,16.142857142857142,4.9,0.0
142.4,54.824561403508774,0.8944088277726591,0.8402551262761865,0.0,0.028,16.714285714285715,5.276,0.012
178.56,45.75402635431918,0.9202698566002924,0.8273649371477763,0.0,0.032,17.384615384615383,5.636,0.008
143.04000000000002,54.63286713286713,0.9265468918240232,0.8235197173213462,0.0,0.048,28.625,5.452,0.028
139.84,55.604982206405694,0.9355328133280025,0.8280339242889876,0.0,0.02,17.53846153846154,5.664,0.012
137.92,56.205035971223026,0.8867536194821539,0.867609850733758,0.0,0.032,23.9,5.408,0.004
127.04,59.86590038314176,0.9236150517414039,0.8662581057267204,0.0,0.052,19.5,5.464,0.0
101.44,70.70135746606334,0.8941688307021144,0.857074304890188,0.0,0.044,20.272727272727273,5.876,0.0
79.03999999999999,84.00537634408603,0.9076017712382899,0.851920056266093,0.0,0.028,19.363636363636363,5.436,0.012
14.239999999999998,184.36578171091446,0.875893029032875,0.7840223239885171,0.0,0.04878048780487805,17.0,2.66,0.0
91.84000000000002,75.8495145631068,0.9112137884755396,0.9008734768911406,0.0,0.04,15.133333333333333,5.684,0.016
122.24000000000002,61.63708086785009,0.9274741892772574,0.9161417692533267,0.0,0.024,19.181818181818183,4.356,0.0
152.96,51.824212271973465,0.9219224238252195,0.8917261572322197,0.0,0.016,21.3,4.792,0.004
148.16,53.14625850340136,0.8458589138283328,0.8896566130231889,0.0,0.044,26.333333333333332,4.656,0.0
150.72,52.43288590604027,0.9108320534229084,0.8993815619374016,0.0,0.012,16.692307692307693,4.696,0.0
199.04000000000002,41.83400267737617,0.8970714583304336,0.8049633557109395,0.0,0.012,12.777777777777779,4.536,0.0
145.28000000000003,53.97236614853195,0.93971315354203,0.908965927605849,0.0,0.016,9.6,4.736,0.02
173.43999999999997,46.85157421289356,0.8758585708725732,0.9057067416533562,0.0,0.012,14.4375,4.492,0.008
159.68,50.080128205128204,0.9150400034381936,0.8935025257361324,0.0,0.02,20.90909090909091,4.224,0.0
189.12,43.64525139664804,0.9364126956877057,0.8739069377123798,0.0,0.016,12.777777777777779,4.828,0.02
208.00000000000003,40.32258064516129,0.9153742057209268,0.9031116854421938,0.0,0.016,26.77777777777778,4.868,0.004
191.99999999999997,43.10344827586207,0.9188481147962434,0.9101614674526991,0.0,0.012,15.285714285714286,4.884,0.004
197.76,42.059219380888294,0.8928269333773138,0.8987445253543995,0.0,0.036,19.25,4.896,0.008
178.88000000000002,45.687134502923975,0.9303175928092915,0.8364613907073657,0.0,0.04,18.583333333333332,4.688,0.012
184.32,44.57917261055635,0.9056495522539939,0.8616963507461537,0.0,0.028,29.125,4.792,0.0
172.16,47.1342383107089,0.9024198407398252,0.905529953485755,0.0,0.024,16.357142857142858,4.944,0.004
223.68000000000004,37.9247572815534,0.9077771116939285,0.8489859894416697,0.0,0.048,18.90909090909091,5.004,0.004
159.68,50.080128205128204,0.893355050993535,0.8302403029503997,0.0,0.024,14.333333333333334,4.896,0.0
24.64,154.7029702970297,0.8434976354109928,0.8333265893823255,0.0,0.03278688524590164,18.0,2.688,0.00819672131147541
161.92000000000002,49.52456418383518,0.9065037279141893,0.9072681085299884,0.0,0.008,14.5,5.6,0.032
161.28000000000003,49.682034976152615,0.9240180356966776,0.8890092800516493,0.0,0.028,15.666666666666666,5.052,0.008
46.720000000000006,115.31365313653136,0.7432527118591974,0.7772657899138609,0.0,0.008,0.9541284403669725,6.528,0.42
129.28000000000003,59.07372400756143,0.8763447531393473,0.8752357721726257,0.0,0.008,19.166666666666668,5.88,0.008
146.24,53.69415807560137,0.8766428409877505,0.9020846185626297,0.0,0.024,16.857142857142858,5.188,0.0
